"geneid","strand","fiveprime","threeprime"
"PITG_15084","+",2919,18647
"PITG_15086","+",2562,17785
"PITG_15087","+",17785,1978
"PITG_15089","+",1978,370
"PITG_15090","-",1987,370
"PITG_15091","+",1987,187
"PITG_15092","-",1716,187
"PITG_15093","+",1716,4946
"PITG_15095","+",4946,204
"PITG_06757","+",2722,489
"PITG_15096","+",204,2822
"PITG_23038","+",2822,8792
"PITG_15097","+",8792,568
"PITG_15098","+",568,497
"PITG_15099","+",497,622
"PITG_15100","+",622,541
"PITG_15101","-",3199,541
"PITG_15102","+",3199,72442
"PITG_15104","+",72442,385
"PITG_15105","+",385,9400
"PITG_15107","-",477,9400
"PITG_06758","+",489,145
"PITG_06759","-",227,145
"PITG_15109","-",807,15437
"PITG_15108","+",477,15437
"PITG_15110","-",2099,807
"PITG_15111","-",8458,2099
"PITG_15113","-",5403,8458
"PITG_15114","-",15166,5403
"PITG_15115","+",15166,1235
"PITG_15116","-",10085,1235
"PITG_15117","-",9252,10085
"PITG_15118","-",14509,9252
"PITG_06760","-",427,227
"PITG_15119","+",14509,514
"PITG_15123","-",1328,9285
"PITG_15120","+",514,9285
"PITG_15125","-",7352,2091
"PITG_15124","+",1328,2091
"PITG_15126","+",7352,2942
"PITG_15127","-",14268,2942
"PITG_15128","+",14268,16988
"PITG_15129","-",43260,16988
"PITG_15133","-",1968,43260
"PITG_15134","+",43260,1968
"PITG_15136","-",14505,9952
"PITG_15135","+",1968,9952
"PITG_15138","-",381,225
"PITG_15137","+",14505,225
"PITG_15139","-",33066,381
"PITG_15140","-",579,33066
"PITG_15141","+",579,1521
"PITG_15142","-",48210,1521
"PITG_15146","-",16311,48210
"PITG_15148","-",3453,16311
"PITG_06761","+",427,1088
"PITG_15150","-",650,566
"PITG_15149","+",3453,566
"PITG_15151","+",650,28320
"PITG_15152","+",28320,325
"PITG_15153","+",325,37090
"PITG_15154","+",37090,439
"PITG_15155","-",4399,439
"PITG_15161","-",14922,93684
"PITG_15156","+",4399,93684
"PITG_15162","-",48751,14922
"PITG_06762","+",1088,175
"PITG_06763","-",501,175
"PITG_15164","-",25013,48751
"PITG_15165","+",25013,7596
"PITG_15166","+",7596,37070
"PITG_23039","-",14943,37070
"PITG_15167","-",36328,14943
"PITG_15169","+",36328,3887
"PITG_21585","+",NA,5844
"PITG_21586","-",NA,5844
"PITG_22527","-",NA,318
"PITG_21292","+",583,34776
"PITG_21293","-",6504,34776
"PITG_21295","-",34444,6504
"PITG_23206","-",26367,95
"PITG_21648","+",NA,95
"PITG_21649","+",95,26367
"PITG_21650","+",26367,156
"PITG_21652","-",111,1033
"PITG_21651","+",156,1033
"PITG_21289","-",NA,44420
"PITG_21447","-",NA,42594
"PITG_00122","-",115,327
"PITG_06764","+",501,220
"PITG_15804","+",63733,1870
"PITG_15806","+",1870,615
"PITG_15807","-",32930,615
"PITG_15810","+",32930,8000
"PITG_15811","+",8000,48
"PITG_15812","-",49830,48
"PITG_15817","-",175,4422
"PITG_15815","+",49830,4422
"PITG_15818","-",1947,175
"PITG_06765","+",220,30
"PITG_15819","+",1947,361
"PITG_15820","+",361,486
"PITG_15821","-",38528,486
"PITG_15823","+",38528,5089
"PITG_15824","-",40884,5089
"PITG_15827","-",5036,40884
"PITG_15828","-",124,5036
"PITG_15829","-",4781,124
"PITG_15830","-",220,4781
"PITG_15831","-",399,220
"PITG_06766","+",30,76
"PITG_06767","-",223,76
"PITG_15832","+",399,1264
"PITG_15834","-",1550,659
"PITG_15833","+",1264,659
"PITG_15835","+",1550,3766
"PITG_15836","-",727,3766
"PITG_15837","-",1585,727
"PITG_15839","-",18800,214
"PITG_15838","+",1585,214
"PITG_15843","+",18800,65
"PITG_15844","-",6221,65
"PITG_15845","-",9681,6221
"PITG_15846","+",9681,813
"PITG_15848","-",7972,1187
"PITG_15847","+",813,1187
"PITG_15850","-",355,103
"PITG_15849","+",7972,103
"PITG_15851","-",196,355
"PITG_15852","-",13006,196
"PITG_15853","+",13006,2749
"PITG_15854","+",2749,197
"PITG_06768","+",223,88
"PITG_15855","+",197,149
"PITG_15856","+",149,814
"PITG_15857","-",1769,814
"PITG_15858","+",1769,1086
"PITG_15859","+",1086,6021
"PITG_15860","+",6021,20897
"PITG_15861","+",20897,17134
"PITG_15862","+",17134,269
"PITG_15863","+",269,263
"PITG_15864","+",263,93
"PITG_06769","+",88,582
"PITG_15866","-",250,110
"PITG_15865","+",93,110
"PITG_15867","-",276,250
"PITG_15869","-",247,52
"PITG_15868","+",276,52
"PITG_15870","+",247,341
"PITG_15871","-",36541,341
"PITG_15872","-",134,36541
"PITG_15874","-",267,21
"PITG_15873","+",134,21
"PITG_15875","-",286,267
"PITG_06771","-",318,266
"PITG_06770","+",582,266
"PITG_15876","+",286,215
"PITG_15877","-",61,215
"PITG_15878","-",4991,61
"PITG_15880","-",15850,4991
"PITG_15881","+",15850,344
"PITG_15882","-",541,344
"PITG_15884","-",5283,305
"PITG_15883","+",541,305
"PITG_15885","+",5283,16084
"PITG_06772","-",442,318
"PITG_15888","-",6342,33152
"PITG_23062","+",16084,33152
"PITG_15889","+",6342,151
"PITG_15890","-",317,151
"PITG_15891","+",317,10
"PITG_15892","-",1133,10
"PITG_15893","+",1133,5315
"PITG_15896","-",2454,3606
"PITG_15895","+",5315,3606
"PITG_15897","+",2454,352
"PITG_06773","-",202,442
"PITG_15899","-",301,228
"PITG_15898","+",352,228
"PITG_15900","-",13206,301
"PITG_15902","+",13206,623
"PITG_15903","-",704,623
"PITG_15904","-",1631,704
"PITG_15905","-",11031,1631
"PITG_15906","-",756,11031
"PITG_15907","+",756,326
"PITG_15908","-",20340,326
"PITG_15910","-",8557,20340
"PITG_15912","-",22032,8557
"PITG_15916","+",22032,60
"PITG_15918","-",21549,1
"PITG_15917","+",60,1
"PITG_15921","-",500,1945
"PITG_15920","+",21549,1945
"PITG_15922","+",500,1114
"PITG_15923","+",1114,544
"PITG_15924","-",204,544
"PITG_15925","-",252,204
"PITG_00015","-",3152,428
"PITG_00123","-",588,115
"PITG_06774","+",202,54
"PITG_15927","-",21535,410
"PITG_15926","+",252,410
"PITG_15929","-",729,21535
"PITG_15930","-",8074,729
"PITG_15933","-",68577,8074
"PITG_15940","-",7274,3187
"PITG_15939","+",68577,3187
"PITG_15941","+",7274,3115
"PITG_15942","+",3115,16050
"PITG_06775","+",54,109
"PITG_06776","-",387,109
"PITG_15946","-",1470,417
"PITG_15945","+",16050,417
"PITG_15947","-",4301,1470
"PITG_15948","+",4301,18857
"PITG_15951","+",18857,9440
"PITG_15952","+",9440,387
"PITG_15953","-",1751,387
"PITG_15954","+",1751,180
"PITG_15955","+",180,305
"PITG_15956","+",305,32711
"PITG_15957","+",32711,626
"PITG_15958","+",626,587
"PITG_15959","+",587,4225
"PITG_15961","-",641,4225
"PITG_15962","-",421,641
"PITG_15960","+",4225,641
"PITG_15963","-",748,421
"PITG_15964","+",748,37901
"PITG_15967","+",37901,333
"PITG_15968","+",333,939
"PITG_15969","+",939,345
"PITG_06777","+",387,129
"PITG_15970","+",345,62064
"PITG_15972","-",21651,62640
"PITG_15971","+",62064,62640
"PITG_15973","-",997,21651
"PITG_15974","+",997,9892
"PITG_22544","-",NA,357
"PITG_21519","+",NA,2626
"PITG_21521","-",461,49
"PITG_21520","+",2626,49
"PITG_21523","-",1628,461
"PITG_21522","+",461,1628
"PITG_06778","+",129,436
"PITG_21524","+",1628,374
"PITG_21525","-",NA,374
"PITG_21578","+",NA,175
"PITG_21579","+",175,167
"PITG_21580","-",688,167
"PITG_21581","-",NA,688
"PITG_21468","-",3946,34479
"PITG_21467","+",557,34479
"PITG_21469","-",NA,3946
"PITG_02995","-",2498,8177
"PITG_22712","+",NA,8177
"PITG_02996","-",89,2498
"PITG_02997","-",165,89
"PITG_06779","+",436,2682
"PITG_02998","-",32723,165
"PITG_03002","-",225,32723
"PITG_03003","-",1281,225
"PITG_03006","-",2301,1525
"PITG_03004","+",1281,1525
"PITG_03005","+",1525,2301
"PITG_03008","-",12323,472
"PITG_03007","+",2301,472
"PITG_03009","+",12323,269
"PITG_03011","-",479,712
"PITG_03010","+",269,712
"PITG_06780","+",2682,110
"PITG_06781","-",126,110
"PITG_03012","-",6394,479
"PITG_03014","+",6394,286
"PITG_03015","-",112,286
"PITG_03016","+",112,64
"PITG_03017","+",64,374
"PITG_03018","+",374,140
"PITG_03019","-",1679,140
"PITG_03023","-",3047,24004
"PITG_03020","+",1679,24004
"PITG_06782","-",104152,126
"PITG_03024","+",3047,712
"PITG_03025","+",712,11580
"PITG_22713","+",11580,1195
"PITG_03026","+",1195,17188
"PITG_03027","+",17188,489
"PITG_03028","-",173,489
"PITG_03029","-",568,173
"PITG_03030","-",1062,568
"PITG_03031","+",1062,203
"PITG_03032","-",3068,203
"PITG_03033","+",3068,143
"PITG_03034","-",4400,143
"PITG_03037","-",967,1023
"PITG_03036","+",4400,1023
"PITG_03038","+",967,1441
"PITG_03039","-",138,1441
"PITG_03040","+",138,68
"PITG_03041","-",2041,68
"PITG_03042","+",2041,390
"PITG_03044","-",940,256
"PITG_03043","+",390,256
"PITG_06783","+",104152,3406
"PITG_06785","-",19341,3406
"PITG_03045","+",940,29493
"PITG_03048","-",243,29493
"PITG_03049","+",243,497
"PITG_03050","-",467,497
"PITG_03051","+",467,969
"PITG_03052","+",969,887
"PITG_03054","-",5873,598
"PITG_03053","+",887,598
"PITG_03056","-",6085,2122
"PITG_03055","+",5873,2122
"PITG_03058","-",833,443
"PITG_03057","+",6085,443
"PITG_03059","+",833,281
"PITG_03060","-",14451,281
"PITG_03061","+",14451,69
"PITG_03062","-",502,69
"PITG_03063","-",486,502
"PITG_03064","-",687,486
"PITG_03065","+",687,527
"PITG_06788","+",19341,12711
"PITG_03066","+",527,185
"PITG_03067","+",185,167
"PITG_03068","-",742,167
"PITG_03069","+",742,17537
"PITG_03070","-",7403,17537
"PITG_03072","-",1164,7403
"PITG_03073","+",1164,186
"PITG_03075","-",122,186
"PITG_03074","+",186,122
"PITG_03076","+",122,85
"PITG_03077","-",186,85
"PITG_03078","-",1538,186
"PITG_06791","-",641,27
"PITG_06790","+",12711,27
"PITG_03079","-",4002,1538
"PITG_03080","+",4002,15485
"PITG_03081","+",15485,1834
"PITG_03082","+",1834,597
"PITG_03083","+",597,1
"PITG_03084","+",1,235
"PITG_03085","+",235,65689
"PITG_03092","+",65689,97
"PITG_03093","-",203,97
"PITG_03094","-",249,203
"PITG_06792","-",154,641
"PITG_03095","-",450,249
"PITG_03096","+",450,5279
"PITG_03097","+",5279,93
"PITG_03098","-",1173,93
"PITG_03099","+",1173,33396
"PITG_03102","-",1871,314
"PITG_03101","+",33396,314
"PITG_03103","-",433,1871
"PITG_03104","+",433,271
"PITG_03105","+",271,114
"PITG_03106","+",114,1423
"PITG_03107","+",1423,336
"PITG_03108","+",336,384
"PITG_03109","-",153,384
"PITG_03111","-",496,528
"PITG_03110","+",153,528
"PITG_03113","-",131,276
"PITG_03112","+",496,276
"PITG_03114","-",210,131
"PITG_03115","-",542,210
"PITG_06794","-",98,112
"PITG_06793","+",154,112
"PITG_03116","+",542,732
"PITG_03117","-",480,732
"PITG_03118","+",480,523
"PITG_03119","-",439,523
"PITG_03120","+",439,18031
"PITG_03122","+",18031,1430
"PITG_03123","+",1430,352
"PITG_03124","+",352,5998
"PITG_03125","+",5998,1325
"PITG_06795","-",425,98
"PITG_03126","+",1325,1458
"PITG_03127","+",1458,727
"PITG_03128","+",727,685
"PITG_03129","+",685,680
"PITG_03130","+",680,1348
"PITG_03131","+",1348,17067
"PITG_03135","-",804,750
"PITG_03134","+",17067,750
"PITG_03136","-",16803,804
"PITG_03140","-",3040,16803
"PITG_03141","-",302,3040
"PITG_03143","-",208,302
"PITG_03142","+",302,208
"PITG_03145","-",82,77
"PITG_03144","+",208,77
"PITG_03146","+",82,144
"PITG_03147","+",144,117
"PITG_03148","-",3543,117
"PITG_03149","+",3543,344
"PITG_03150","-",314,344
"PITG_03151","-",681,314
"PITG_03152","-",926,681
"PITG_06797","-",1914,627
"PITG_06796","+",425,627
"PITG_03153","+",926,2841
"PITG_03154","+",2841,863
"PITG_03156","-",173,373
"PITG_03155","+",863,373
"PITG_03158","-",363,31
"PITG_03157","+",173,31
"PITG_03159","-",333,363
"PITG_03160","+",333,1246
"PITG_03161","+",1246,134
"PITG_03162","+",134,131
"PITG_03163","-",370,131
"PITG_03164","+",370,463
"PITG_03165","-",267,463
"PITG_03167","-",82,136
"PITG_03166","+",267,136
"PITG_03168","+",82,1726
"PITG_03169","+",1726,797
"PITG_03170","+",797,9532
"PITG_03171","+",9532,6137
"PITG_00124","+",588,68
"PITG_00125","-",983,68
"PITG_06798","+",1914,511
"PITG_06799","-",247,511
"PITG_03174","-",2064,8053
"PITG_03172","+",6137,8053
"PITG_03176","-",20065,133
"PITG_03175","+",2064,133
"PITG_03177","-",146,20065
"PITG_03179","-",425,354
"PITG_03178","+",146,354
"PITG_03181","-",194,51
"PITG_03180","+",425,51
"PITG_03182","-",13660,194
"PITG_03183","-",1603,13660
"PITG_03184","-",13410,1603
"PITG_03185","+",13410,398
"PITG_03188","-",476,35980
"PITG_03186","+",398,35980
"PITG_03189","-",88,476
"PITG_03190","-",316,88
"PITG_03191","-",643,316
"PITG_03192","-",64778,643
"PITG_03196","-",23515,64778
"PITG_22714","-",34,23515
"PITG_06800","+",247,1387
"PITG_03198","-",711,34
"PITG_03199","+",711,109
"PITG_03201","-",71,62
"PITG_03200","+",109,62
"PITG_03202","-",77,71
"PITG_03204","-",257,116
"PITG_03203","+",77,116
"PITG_03205","-",406,257
"PITG_03206","+",406,3209
"PITG_03207","-",4430,3209
"PITG_06801","+",1387,1119
"PITG_03209","-",4788,13859
"PITG_03208","+",4430,13859
"PITG_03211","+",4788,226
"PITG_03213","-",1279,668
"PITG_03212","+",226,668
"PITG_03214","-",1126,1279
"PITG_03215","-",497,1126
"PITG_03216","-",414,497
"PITG_22715","+",414,155
"PITG_06802","+",1119,259
"PITG_06803","-",175,259
"PITG_03219","+",155,88
"PITG_03220","-",297,88
"PITG_03222","-",14635,172
"PITG_03221","+",297,172
"PITG_03223","+",14635,402
"PITG_03224","-",1073,402
"PITG_03225","+",1073,287
"PITG_03226","+",287,2919
"PITG_03228","-",416,2068
"PITG_03227","+",2919,2068
"PITG_03229","-",1045,416
"PITG_03230","+",1045,421
"PITG_03231","+",421,485
"PITG_03232","-",803,485
"PITG_03233","-",313,803
"PITG_03234","+",313,301
"PITG_03236","-",1461,272
"PITG_03235","+",301,272
"PITG_03237","+",1461,75
"PITG_03238","+",75,67
"PITG_03239","-",398,67
"PITG_06804","+",175,358
"PITG_03240","+",398,184
"PITG_03241","+",184,1096
"PITG_03242","+",1096,791
"PITG_03243","+",791,227
"PITG_03244","-",892,227
"PITG_03245","+",892,245
"PITG_03246","+",245,28713
"PITG_03249","+",28713,6153
"PITG_03250","+",6153,20193
"PITG_22808","+",358,12326
"PITG_03253","-",11625,668
"PITG_03252","+",20193,668
"PITG_03255","-",2119,11625
"PITG_03256","+",2119,9221
"PITG_03259","-",33,293
"PITG_03258","+",9221,293
"PITG_03260","-",307,33
"PITG_03261","-",1344,307
"PITG_03262","-",112,1344
"PITG_03263","+",112,208
"PITG_06805","+",12326,7120
"PITG_03264","+",208,206
"PITG_03265","+",206,247
"PITG_03266","+",247,1511
"PITG_03268","-",936,141
"PITG_03267","+",1511,141
"PITG_03269","-",941,936
"PITG_03270","+",941,1128
"PITG_03272","-",914,220
"PITG_03271","+",1128,220
"PITG_03273","-",413,914
"PITG_03274","-",147,413
"PITG_06808","-",1165,25448
"PITG_06806","+",7120,25448
"PITG_03275","+",147,38
"PITG_03276","-",515,38
"PITG_03277","+",515,497
"PITG_03278","-",1744,497
"PITG_03279","+",1744,10754
"PITG_03280","+",10754,5879
"PITG_03281","+",5879,4092
"PITG_03283","-",708,306
"PITG_03282","+",4092,306
"PITG_06809","-",388,1165
"PITG_03284","+",708,1272
"PITG_03285","+",1272,43
"PITG_03287","-",1070,98
"PITG_03286","+",43,98
"PITG_03288","+",1070,423
"PITG_03290","-",435,3739
"PITG_03289","+",423,3739
"PITG_03291","+",435,871
"PITG_03292","+",871,185
"PITG_03294","-",340,15
"PITG_03293","+",185,15
"PITG_03296","-",552,85
"PITG_03295","+",340,85
"PITG_03297","+",552,1800
"PITG_03298","+",1800,1691
"PITG_03299","+",1691,137
"PITG_03300","-",224,137
"PITG_03301","+",224,220
"PITG_03302","+",220,189
"PITG_03303","-",195,189
"PITG_06810","+",388,18612
"PITG_03305","-",106,403
"PITG_03304","+",195,403
"PITG_03306","-",1244,106
"PITG_03307","+",1244,304
"PITG_03308","-",285,304
"PITG_03309","+",285,276
"PITG_03310","+",276,105
"PITG_03311","+",105,321
"PITG_03312","+",321,176
"PITG_03313","+",176,164
"PITG_06813","+",18612,140
"PITG_06815","-",479,140
"PITG_03314","+",164,5919
"PITG_03316","+",5919,11183
"PITG_03317","+",11183,798
"PITG_03318","-",9168,798
"PITG_03319","-",2089,9168
"PITG_03320","-",6453,2089
"PITG_03322","+",6453,164
"PITG_03324","-",190,51
"PITG_03323","+",164,51
"PITG_03325","+",190,72
"PITG_06814","+",140,479
"PITG_03326","+",72,18
"PITG_03327","-",98,18
"PITG_03328","-",104,98
"PITG_03330","-",90,133
"PITG_03329","+",104,133
"PITG_03331","-",722,90
"PITG_03333","-",15332,722
"PITG_03332","+",722,15332
"PITG_03335","-",1145,307
"PITG_03334","+",15332,307
"PITG_03338","-",173,278
"PITG_03336","+",1145,278
"PITG_06817","-",861,119
"PITG_06816","+",479,119
"PITG_03337","+",278,173
"PITG_03339","+",173,3960
"PITG_03340","+",3960,1478
"PITG_03341","-",291,1478
"PITG_03342","-",71,291
"PITG_03343","+",71,199
"PITG_03344","-",351,199
"PITG_03345","+",351,1269
"PITG_03346","+",1269,352
"PITG_03347","-",410,352
"PITG_03348","-",270,410
"PITG_06818","-",309,861
"PITG_03350","-",69,2322
"PITG_03349","+",270,2322
"PITG_03351","-",421,69
"PITG_03352","+",421,204
"PITG_03353","-",316,204
"PITG_03354","+",316,759
"PITG_03355","-",588,759
"PITG_03356","-",2081,588
"PITG_03357","-",454,2081
"PITG_03358","-",417,454
"PITG_03359","-",332,417
"PITG_03360","+",332,641
"PITG_03361","+",641,1346
"PITG_03363","-",173,20
"PITG_03362","+",1346,20
"PITG_03365","-",339,98
"PITG_03364","+",173,98
"PITG_22716","+",339,265
"PITG_03368","+",265,15
"PITG_03369","-",8,15
"PITG_06819","+",309,615
"PITG_03370","-",830,8
"PITG_03371","-",2895,830
"PITG_03372","+",2895,56
"PITG_03373","-",254,56
"PITG_03374","-",224,254
"PITG_03375","+",224,48
"PITG_03376","-",5404,48
"PITG_03380","-",377,815
"PITG_03379","+",5404,815
"PITG_03381","-",2031,377
"PITG_06820","+",615,66
"PITG_06821","-",22832,66
"PITG_03383","-",1830,207
"PITG_03382","+",2031,207
"PITG_03384","-",285,1830
"PITG_03385","+",285,87
"PITG_03386","-",336,87
"PITG_03387","+",336,60
"PITG_03388","-",2346,60
"PITG_03390","-",512,165
"PITG_03389","+",2346,165
"PITG_00126","+",983,690
"PITG_00127","-",184,690
"PITG_03391","+",512,374
"PITG_03392","-",1227,374
"PITG_03393","+",1227,14
"PITG_03394","-",300,14
"PITG_03395","-",973,300
"PITG_03397","-",117,183
"PITG_03396","+",973,183
"PITG_03398","+",117,179
"PITG_03399","+",179,200
"PITG_03400","+",200,3028
"PITG_06822","+",22832,83
"PITG_06823","-",24086,83
"PITG_03401","+",3028,893
"PITG_03402","+",893,245
"PITG_03404","-",245,92
"PITG_03403","+",245,92
"PITG_03405","+",245,1353
"PITG_03406","+",1353,106
"PITG_03407","-",17394,106
"PITG_03409","-",522,467
"PITG_03408","+",17394,467
"PITG_03410","-",308,522
"PITG_06824","-",10073,24086
"PITG_03411","+",308,1091
"PITG_03413","-",271,2696
"PITG_03412","+",1091,2696
"PITG_03414","-",598,271
"PITG_03415","-",465,598
"PITG_03416","-",1020,465
"PITG_03418","-",910,392
"PITG_03417","+",1020,392
"PITG_03419","+",910,67
"PITG_03420","-",28139,67
"PITG_06826","-",297,10073
"PITG_03423","-",281,295
"PITG_03422","+",28139,295
"PITG_03424","-",216,281
"PITG_03425","-",14444,216
"PITG_03427","-",199,14444
"PITG_03428","-",1232,199
"PITG_03429","-",23834,1232
"PITG_03431","+",23834,601
"PITG_03432","+",601,1199
"PITG_03434","-",1279,265
"PITG_03433","+",1199,265
"PITG_06827","-",261,297
"PITG_03436","-",556,69
"PITG_03435","+",1279,69
"PITG_22717","-",455,556
"PITG_03437","-",4903,455
"PITG_03440","-",1651,131
"PITG_03438","+",4903,131
"PITG_03439","+",131,1651
"PITG_03442","-",176,16
"PITG_03441","+",1651,16
"PITG_03443","-",2748,176
"PITG_03444","-",288,2748
"PITG_03445","-",37,288
"PITG_03447","-",1595,202
"PITG_03446","+",37,202
"PITG_03448","+",1595,655
"PITG_03449","+",655,347
"PITG_03450","+",347,1013
"PITG_03451","+",1013,384
"PITG_03452","-",479,384
"PITG_03453","+",479,27
"PITG_03454","-",573,27
"PITG_06828","+",261,258
"PITG_03455","+",573,69
"PITG_03456","-",4092,69
"PITG_03457","+",4092,34
"PITG_03458","-",171,34
"PITG_03459","+",171,140
"PITG_03461","-",427,200
"PITG_03460","+",140,200
"PITG_03462","-",867,427
"PITG_03464","-",468,196
"PITG_03463","+",867,196
"PITG_06830","-",214,75393
"PITG_06829","+",258,75393
"PITG_03466","-",196,10
"PITG_03465","+",468,10
"PITG_03467","+",196,131
"PITG_03468","-",161,131
"PITG_03469","-",5291,161
"PITG_03470","-",1763,5291
"PITG_03471","+",1763,332
"PITG_03472","-",1449,332
"PITG_03473","-",950,1449
"PITG_03475","-",231,268
"PITG_03474","+",950,268
"PITG_03476","+",231,434
"PITG_03477","+",434,318
"PITG_03479","-",1009,451
"PITG_03478","+",318,451
"PITG_03480","-",127,1009
"PITG_03481","+",127,241
"PITG_03482","+",241,66
"PITG_03483","-",151,66
"PITG_03484","-",158,151
"PITG_06832","-",2564,124
"PITG_06831","+",214,124
"PITG_03485","+",158,333
"PITG_03487","-",102,7
"PITG_03486","+",333,7
"PITG_03488","+",102,559
"PITG_03489","+",559,132
"PITG_03490","-",171,132
"PITG_03491","-",270,171
"PITG_03492","+",270,107
"PITG_03493","-",377,107
"PITG_03494","-",2186,377
"PITG_06833","-",268,2564
"PITG_03496","-",212,50
"PITG_03495","+",2186,50
"PITG_03497","-",3932,212
"PITG_03499","-",65,3932
"PITG_03498","+",3932,65
"PITG_03500","+",65,693
"PITG_03501","-",1009,693
"PITG_03502","-",512,1009
"PITG_03503","+",512,1551
"PITG_03504","+",1551,308
"PITG_03505","-",206,308
"PITG_03506","+",206,13131
"PITG_03507","+",13131,3773
"PITG_03508","+",3773,608
"PITG_03509","+",608,5688
"PITG_03511","+",5688,1005
"PITG_03512","+",1005,960
"PITG_03514","-",199,102
"PITG_03513","+",960,102
"PITG_03515","+",199,834
"PITG_06834","+",268,199
"PITG_06835","-",899,199
"PITG_03516","+",834,1656
"PITG_03517","+",1656,5043
"PITG_03518","+",5043,237
"PITG_03520","-",395,907
"PITG_03519","+",237,907
"PITG_03522","-",329,262
"PITG_03521","+",395,262
"PITG_03523","+",329,161
"PITG_03524","+",161,92
"PITG_03525","-",51264,92
